InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-536481,PROD-003,USB-C Hub,3,15-01-2025 16:04,35,CUST-1184,France
INV-536481,PROD-004,27-inch Monitor,3,15-01-2025 16:04,249.99,CUST-1184,France
INV-536482,PROD-007,Ergonomic Office Chair,6,15-01-2025 17:54,199,CUST-1115,France
INV-536483,PROD-006,Desk Mat,21,16-01-2025 09:31,15.5,CUST-1005,United Kingdom
INV-536483,PROD-007,Ergonomic Office Chair,14,16-01-2025 09:31,199,CUST-1005,United Kingdom
INV-536484,PROD-008,Laptop Stand,3,16-01-2025 10:54,29.99,CUST-1161,United Kingdom
INV-536485,PROD-002,Mechanical Keyboard,1,16-01-2025 11:33,85,CUST-1078,Germany
INV-536485,PROD-001,Wireless Mouse,3,16-01-2025 11:33,25,CUST-1078,Germany
INV-536486,PROD-004,27-inch Monitor,1,16-01-2025 11:46,249.99,CUST-1157,United Kingdom
INV-536486,PROD-002,Mechanical Keyboard,2,16-01-2025 11:46,85,CUST-1157,United Kingdom
INV-536487,PROD-001,Wireless Mouse,3,16-01-2025 14:39,25,CUST-1181,United Kingdom
INV-536487,PROD-005,Bluetooth Headphones,2,16-01-2025 14:39,59.99,CUST-1181,United Kingdom
INV-536487,PROD-006,Desk Mat,2,16-01-2025 14:39,15.5,CUST-1181,United Kingdom
INV-536487,PROD-007,Ergonomic Office Chair,1,16-01-2025 14:39,199,CUST-1181,United Kingdom
INV-536488,PROD-002,Mechanical Keyboard,1,16-01-2025 15:06,85,CUST-1097,United Kingdom
INV-536489,PROD-008,Laptop Stand,2,16-01-2025 15:12,29.99,CUST-1029,France
INV-536489,PROD-006,Desk Mat,1,16-01-2025 15:12,15.5,CUST-1029,France
INV-536489,PROD-004,27-inch Monitor,3,16-01-2025 15:12,249.99,CUST-1029,France
INV-536489,PROD-005,Bluetooth Headphones,3,16-01-2025 15:12,59.99,CUST-1029,France
INV-536490,PROD-005,Bluetooth Headphones,3,17-01-2025 09:46,59.99,CUST-1127,Germany
INV-536490,PROD-006,Desk Mat,3,17-01-2025 09:46,15.5,CUST-1127,Germany
INV-536490,PROD-004,27-inch Monitor,3,17-01-2025 09:46,249.99,CUST-1127,Germany
INV-536490,PROD-007,Ergonomic Office Chair,2,17-01-2025 09:46,199,CUST-1127,Germany
INV-536491,PROD-001,Wireless Mouse,1,17-01-2025 09:53,25,CUST-1008,United Kingdom
INV-536491,PROD-002,Mechanical Keyboard,1,17-01-2025 09:53,85,CUST-1008,United Kingdom
INV-536491,PROD-003,USB-C Hub,1,17-01-2025 09:53,35,CUST-1008,United Kingdom
INV-536491,PROD-008,Laptop Stand,2,17-01-2025 09:53,29.99,CUST-1008,United Kingdom
INV-536492,PROD-003,USB-C Hub,1,17-01-2025 13:07,35,CUST-1093,France
INV-536492,PROD-008,Laptop Stand,3,17-01-2025 13:07,29.99,CUST-1093,France
INV-536492,PROD-007,Ergonomic Office Chair,1,17-01-2025 13:07,199,CUST-1093,France
INV-536492,PROD-006,Desk Mat,1,17-01-2025 13:07,15.5,CUST-1093,France
INV-536493,PROD-006,Desk Mat,2,17-01-2025 14:16,15.5,CUST-1192,United Kingdom
INV-536494,PROD-002,Mechanical Keyboard,3,17-01-2025 16:27,85,CUST-1139,United Kingdom
INV-536494,PROD-003,USB-C Hub,1,17-01-2025 16:27,35,CUST-1139,United Kingdom
INV-536494,PROD-005,Bluetooth Headphones,2,17-01-2025 16:27,59.99,CUST-1139,United Kingdom
INV-536494,PROD-008,Laptop Stand,1,17-01-2025 16:27,29.99,CUST-1139,United Kingdom
INV-536495,PROD-008,Laptop Stand,18,17-01-2025 17:37,29.99,CUST-1070,Germany
INV-536495,PROD-005,Bluetooth Headphones,12,17-01-2025 17:37,59.99,CUST-1070,Germany
INV-536496,PROD-005,Bluetooth Headphones,3,17-01-2025 17:54,59.99,CUST-1049,United Kingdom
INV-536497,PROD-007,Ergonomic Office Chair,2,18-01-2025 09:33,199,CUST-1191,United Kingdom
INV-536497,PROD-006,Desk Mat,3,18-01-2025 09:33,15.5,CUST-1191,United Kingdom
INV-536497,PROD-008,Laptop Stand,1,18-01-2025 09:33,29.99,CUST-1191,United Kingdom
INV-536497,PROD-003,USB-C Hub,2,18-01-2025 09:33,35,CUST-1191,United Kingdom
INV-536498,PROD-001,Wireless Mouse,2,18-01-2025 09:36,25,CUST-1002,United Kingdom
INV-536499,PROD-003,USB-C Hub,2,18-01-2025 12:44,35,CUST-1044,United Kingdom
INV-536499,PROD-006,Desk Mat,1,18-01-2025 12:44,15.5,CUST-1044,United Kingdom
INV-536499,PROD-005,Bluetooth Headphones,2,18-01-2025 12:44,59.99,CUST-1044,United Kingdom
INV-536499,PROD-007,Ergonomic Office Chair,1,18-01-2025 12:44,199,CUST-1044,United Kingdom
INV-536500,PROD-006,Desk Mat,2,18-01-2025 13:12,15.5,CUST-1033,United Kingdom
INV-536501,PROD-002,Mechanical Keyboard,3,18-01-2025 14:12,85,CUST-1013,United Kingdom
INV-536502,PROD-003,USB-C Hub,3,18-01-2025 15:38,35,CUST-1048,Germany
INV-536502,PROD-005,Bluetooth Headphones,2,18-01-2025 15:38,59.99,CUST-1048,Germany
INV-536502,PROD-006,Desk Mat,3,18-01-2025 15:38,15.5,CUST-1048,Germany
INV-536503,PROD-007,Ergonomic Office Chair,3,18-01-2025 16:27,199,CUST-1187,United Kingdom
INV-536503,PROD-001,Wireless Mouse,2,18-01-2025 16:27,25,CUST-1187,United Kingdom
INV-536503,PROD-003,USB-C Hub,1,18-01-2025 16:27,35,CUST-1187,United Kingdom
INV-536504,PROD-003,USB-C Hub,1,18-01-2025 17:47,35,CUST-1136,France
INV-536505,PROD-001,Wireless Mouse,2,19-01-2025 12:29,25,CUST-1192,United Kingdom
INV-536506,PROD-005,Bluetooth Headphones,1,19-01-2025 12:59,59.99,CUST-1152,United Kingdom
INV-536506,PROD-007,Ergonomic Office Chair,2,19-01-2025 12:59,199,CUST-1152,United Kingdom
INV-536507,PROD-005,Bluetooth Headphones,3,19-01-2025 13:51,59.99,CUST-1134,United Kingdom
INV-536507,PROD-003,USB-C Hub,2,19-01-2025 13:51,35,CUST-1134,United Kingdom
INV-536507,PROD-007,Ergonomic Office Chair,1,19-01-2025 13:51,199,CUST-1134,United Kingdom
INV-536508,PROD-001,Wireless Mouse,10,19-01-2025 15:02,25,CUST-1090,France
INV-536508,PROD-003,USB-C Hub,15,19-01-2025 15:02,35,CUST-1090,France
INV-536508,PROD-007,Ergonomic Office Chair,10,19-01-2025 15:02,199,CUST-1090,France
INV-536508,PROD-006,Desk Mat,5,19-01-2025 15:02,15.5,CUST-1090,France
INV-536509,PROD-006,Desk Mat,1,20-01-2025 09:07,15.5,CUST-1173,Germany
INV-536509,PROD-003,USB-C Hub,3,20-01-2025 09:07,35,CUST-1173,Germany
INV-536510,PROD-008,Laptop Stand,2,20-01-2025 09:15,29.99,CUST-1114,United Kingdom
INV-536510,PROD-007,Ergonomic Office Chair,1,20-01-2025 09:15,199,CUST-1114,United Kingdom
INV-536511,PROD-005,Bluetooth Headphones,3,20-01-2025 09:53,59.99,CUST-1087,United Kingdom
INV-536511,PROD-003,USB-C Hub,2,20-01-2025 09:53,35,CUST-1087,United Kingdom
INV-536512,PROD-007,Ergonomic Office Chair,2,20-01-2025 09:58,199,CUST-1099,United Kingdom
INV-536513,PROD-002,Mechanical Keyboard,1,20-01-2025 10:48,85,CUST-1018,United Kingdom
INV-536513,PROD-003,USB-C Hub,2,20-01-2025 10:48,35,CUST-1018,United Kingdom
INV-536513,PROD-006,Desk Mat,3,20-01-2025 10:48,15.5,CUST-1018,United Kingdom
INV-536513,PROD-004,27-inch Monitor,3,20-01-2025 10:48,249.99,CUST-1018,United Kingdom
INV-536514,PROD-005,Bluetooth Headphones,1,20-01-2025 15:59,59.99,CUST-1176,United Kingdom
INV-536514,PROD-007,Ergonomic Office Chair,1,20-01-2025 15:59,199,CUST-1176,United Kingdom
INV-536514,PROD-003,USB-C Hub,3,20-01-2025 15:59,35,CUST-1176,United Kingdom
INV-536514,PROD-008,Laptop Stand,2,20-01-2025 15:59,29.99,CUST-1176,United Kingdom
INV-536515,PROD-004,27-inch Monitor,6,20-01-2025 16:01,249.99,CUST-1180,Germany
INV-536515,PROD-006,Desk Mat,12,20-01-2025 16:01,15.5,CUST-1180,Germany
INV-536515,PROD-003,USB-C Hub,6,20-01-2025 16:01,35,CUST-1180,Germany
INV-536516,PROD-006,Desk Mat,2,20-01-2025 16:49,15.5,CUST-1108,United Kingdom
INV-536516,PROD-002,Mechanical Keyboard,2,20-01-2025 16:49,85,CUST-1108,United Kingdom
INV-536516,PROD-001,Wireless Mouse,2,20-01-2025 16:49,25,CUST-1108,United Kingdom
INV-536516,PROD-003,USB-C Hub,2,20-01-2025 16:49,35,CUST-1108,United Kingdom
INV-536517,PROD-001,Wireless Mouse,2,20-01-2025 16:53,25,CUST-1132,United Kingdom
INV-536518,PROD-005,Bluetooth Headphones,6,21-01-2025 11:12,59.99,CUST-1100,United Kingdom
INV-536518,PROD-008,Laptop Stand,18,21-01-2025 11:12,29.99,CUST-1100,United Kingdom
INV-536518,PROD-007,Ergonomic Office Chair,6,21-01-2025 11:12,199,CUST-1100,United Kingdom
INV-536518,PROD-001,Wireless Mouse,12,21-01-2025 11:12,25,CUST-1100,United Kingdom
INV-536519,PROD-001,Wireless Mouse,1,21-01-2025 11:17,25,CUST-1191,United Kingdom
INV-536520,PROD-003,USB-C Hub,3,21-01-2025 11:20,35,CUST-1001,Germany
INV-536521,PROD-004,27-inch Monitor,2,21-01-2025 12:49,249.99,CUST-1107,United Kingdom
INV-536521,PROD-006,Desk Mat,3,21-01-2025 12:49,15.5,CUST-1107,United Kingdom
INV-536522,PROD-001,Wireless Mouse,2,21-01-2025 13:26,25,CUST-1106,Germany
INV-536522,PROD-002,Mechanical Keyboard,3,21-01-2025 13:26,85,CUST-1106,Germany
INV-536523,PROD-004,27-inch Monitor,2,21-01-2025 13:39,249.99,CUST-1004,United Kingdom
INV-536524,PROD-007,Ergonomic Office Chair,1,21-01-2025 15:11,199,CUST-1087,United Kingdom
INV-536524,PROD-003,USB-C Hub,2,21-01-2025 15:11,35,CUST-1087,United Kingdom
INV-536524,PROD-002,Mechanical Keyboard,1,21-01-2025 15:11,85,CUST-1087,United Kingdom
INV-536525,PROD-003,USB-C Hub,21,21-01-2025 15:30,35,CUST-1155,United Kingdom
INV-536526,PROD-002,Mechanical Keyboard,2,21-01-2025 15:42,85,CUST-1108,France
INV-536526,PROD-004,27-inch Monitor,1,21-01-2025 15:42,249.99,CUST-1108,France
INV-536526,PROD-005,Bluetooth Headphones,2,21-01-2025 15:42,59.99,CUST-1108,France
INV-536527,PROD-004,27-inch Monitor,2,21-01-2025 16:45,249.99,CUST-1071,Germany
INV-536527,PROD-006,Desk Mat,2,21-01-2025 16:45,15.5,CUST-1071,Germany
INV-536527,PROD-008,Laptop Stand,3,21-01-2025 16:45,29.99,CUST-1071,Germany
INV-536528,PROD-006,Desk Mat,3,22-01-2025 10:45,15.5,CUST-1091,United Kingdom
INV-536528,PROD-008,Laptop Stand,3,22-01-2025 10:45,29.99,CUST-1091,United Kingdom
INV-536528,PROD-001,Wireless Mouse,3,22-01-2025 10:45,25,CUST-1091,United Kingdom
INV-536528,PROD-005,Bluetooth Headphones,2,22-01-2025 10:45,59.99,CUST-1091,United Kingdom
INV-536529,PROD-007,Ergonomic Office Chair,1,22-01-2025 12:55,199,CUST-1173,United Kingdom
INV-536529,PROD-006,Desk Mat,2,22-01-2025 12:55,15.5,CUST-1173,United Kingdom
INV-536529,PROD-002,Mechanical Keyboard,3,22-01-2025 12:55,85,CUST-1173,United Kingdom
INV-536529,PROD-004,27-inch Monitor,3,22-01-2025 12:55,249.99,CUST-1173,United Kingdom
INV-536530,PROD-003,USB-C Hub,1,22-01-2025 15:02,35,CUST-1171,United Kingdom
INV-536531,PROD-005,Bluetooth Headphones,2,22-01-2025 15:38,59.99,CUST-1166,United Kingdom
INV-536531,PROD-008,Laptop Stand,1,22-01-2025 15:38,29.99,CUST-1166,United Kingdom
INV-536531,PROD-004,27-inch Monitor,3,22-01-2025 15:38,249.99,CUST-1166,United Kingdom
INV-536531,PROD-007,Ergonomic Office Chair,3,22-01-2025 15:38,199,CUST-1166,United Kingdom
INV-536532,PROD-002,Mechanical Keyboard,3,22-01-2025 15:39,85,CUST-1174,France
INV-536532,PROD-006,Desk Mat,1,22-01-2025 15:39,15.5,CUST-1174,France
INV-536532,PROD-008,Laptop Stand,2,22-01-2025 15:39,29.99,CUST-1174,France
INV-536532,PROD-007,Ergonomic Office Chair,2,22-01-2025 15:39,199,CUST-1174,France
INV-536533,PROD-007,Ergonomic Office Chair,2,22-01-2025 16:48,199,CUST-1169,France
INV-536534,PROD-006,Desk Mat,2,23-01-2025 12:13,15.5,CUST-1072,France
INV-536534,PROD-004,27-inch Monitor,1,23-01-2025 12:13,249.99,CUST-1072,France
INV-536534,PROD-001,Wireless Mouse,2,23-01-2025 12:13,25,CUST-1072,France
INV-536534,PROD-008,Laptop Stand,3,23-01-2025 12:13,29.99,CUST-1072,France
INV-536535,PROD-008,Laptop Stand,15,23-01-2025 13:20,29.99,CUST-1175,United Kingdom
INV-536536,PROD-005,Bluetooth Headphones,1,23-01-2025 13:52,59.99,CUST-1181,France
INV-536536,PROD-006,Desk Mat,3,23-01-2025 13:52,15.5,CUST-1181,France
INV-536536,PROD-004,27-inch Monitor,3,23-01-2025 13:52,249.99,CUST-1181,France
INV-536536,PROD-008,Laptop Stand,3,23-01-2025 13:52,29.99,CUST-1181,France
INV-536537,PROD-005,Bluetooth Headphones,3,23-01-2025 15:58,59.99,CUST-1130,France
INV-536537,PROD-002,Mechanical Keyboard,9,23-01-2025 15:58,85,CUST-1130,France
INV-536538,PROD-003,USB-C Hub,1,23-01-2025 16:56,35,CUST-1127,Germany
INV-536538,PROD-006,Desk Mat,2,23-01-2025 16:56,15.5,CUST-1127,Germany
INV-536539,PROD-006,Desk Mat,2,23-01-2025 17:44,15.5,CUST-1119,France
INV-536539,PROD-003,USB-C Hub,3,23-01-2025 17:44,35,CUST-1119,France
INV-536539,PROD-004,27-inch Monitor,3,23-01-2025 17:44,249.99,CUST-1119,France
INV-536539,PROD-008,Laptop Stand,1,23-01-2025 17:44,29.99,CUST-1119,France
INV-536540,PROD-004,27-inch Monitor,3,24-01-2025 12:02,249.99,CUST-1024,United Kingdom
INV-536540,PROD-007,Ergonomic Office Chair,3,24-01-2025 12:02,199,CUST-1024,United Kingdom
INV-536540,PROD-008,Laptop Stand,3,24-01-2025 12:02,29.99,CUST-1024,United Kingdom
INV-536541,PROD-003,USB-C Hub,1,24-01-2025 12:12,35,CUST-1009,United Kingdom
INV-536542,PROD-008,Laptop Stand,12,24-01-2025 12:15,29.99,CUST-1035,United Kingdom
INV-536542,PROD-007,Ergonomic Office Chair,12,24-01-2025 12:15,199,CUST-1035,United Kingdom
INV-536542,PROD-004,27-inch Monitor,12,24-01-2025 12:15,249.99,CUST-1035,United Kingdom
INV-536543,PROD-005,Bluetooth Headphones,1,24-01-2025 12:36,59.99,CUST-1189,Germany
INV-536543,PROD-003,USB-C Hub,1,24-01-2025 12:36,35,CUST-1189,Germany
INV-536543,PROD-007,Ergonomic Office Chair,2,24-01-2025 12:36,199,CUST-1189,Germany
INV-536543,PROD-008,Laptop Stand,2,24-01-2025 12:36,29.99,CUST-1189,Germany
INV-536544,PROD-004,27-inch Monitor,1,24-01-2025 12:43,249.99,CUST-1106,United Kingdom
INV-536544,PROD-001,Wireless Mouse,1,24-01-2025 12:43,25,CUST-1106,United Kingdom
INV-536544,PROD-003,USB-C Hub,2,24-01-2025 12:43,35,CUST-1106,United Kingdom
INV-536544,PROD-006,Desk Mat,2,24-01-2025 12:43,15.5,CUST-1106,United Kingdom
INV-536545,PROD-003,USB-C Hub,3,24-01-2025 14:15,35,CUST-1148,United Kingdom
INV-536545,PROD-005,Bluetooth Headphones,1,24-01-2025 14:15,59.99,CUST-1148,United Kingdom
INV-536545,PROD-002,Mechanical Keyboard,2,24-01-2025 14:15,85,CUST-1148,United Kingdom
INV-536546,PROD-006,Desk Mat,1,24-01-2025 14:26,15.5,CUST-1186,United Kingdom
INV-536546,PROD-001,Wireless Mouse,1,24-01-2025 14:26,25,CUST-1186,United Kingdom
INV-536546,PROD-003,USB-C Hub,3,24-01-2025 14:26,35,CUST-1186,United Kingdom
INV-536546,PROD-002,Mechanical Keyboard,1,24-01-2025 14:26,85,CUST-1186,United Kingdom
INV-536547,PROD-008,Laptop Stand,3,24-01-2025 15:12,29.99,CUST-1197,France
INV-536547,PROD-001,Wireless Mouse,1,24-01-2025 15:12,25,CUST-1197,France
INV-536547,PROD-005,Bluetooth Headphones,2,24-01-2025 15:12,59.99,CUST-1197,France
INV-536548,PROD-005,Bluetooth Headphones,1,24-01-2025 15:18,59.99,CUST-1113,United Kingdom
INV-536548,PROD-007,Ergonomic Office Chair,1,24-01-2025 15:18,199,CUST-1113,United Kingdom
INV-536548,PROD-003,USB-C Hub,2,24-01-2025 15:18,35,CUST-1113,United Kingdom
INV-536548,PROD-004,27-inch Monitor,2,24-01-2025 15:18,249.99,CUST-1113,United Kingdom
INV-536549,PROD-001,Wireless Mouse,2,24-01-2025 15:41,25,CUST-1148,France
INV-536549,PROD-004,27-inch Monitor,3,24-01-2025 15:41,249.99,CUST-1148,France
INV-536549,PROD-007,Ergonomic Office Chair,3,24-01-2025 15:41,199,CUST-1148,France
INV-536550,PROD-002,Mechanical Keyboard,3,24-01-2025 17:15,85,CUST-1192,Germany
INV-536550,PROD-007,Ergonomic Office Chair,1,24-01-2025 17:15,199,CUST-1192,Germany
INV-536551,PROD-006,Desk Mat,1,25-01-2025 09:36,15.5,CUST-1038,United Kingdom
INV-536552,PROD-002,Mechanical Keyboard,3,25-01-2025 09:48,85,CUST-1158,France
INV-536552,PROD-001,Wireless Mouse,2,25-01-2025 09:48,25,CUST-1158,France
INV-536552,PROD-008,Laptop Stand,3,25-01-2025 09:48,29.99,CUST-1158,France
INV-536553,PROD-006,Desk Mat,1,25-01-2025 10:12,15.5,CUST-1171,United Kingdom
INV-536553,PROD-005,Bluetooth Headphones,3,25-01-2025 10:12,59.99,CUST-1171,United Kingdom
INV-536553,PROD-001,Wireless Mouse,3,25-01-2025 10:12,25,CUST-1171,United Kingdom
INV-536554,PROD-006,Desk Mat,3,25-01-2025 10:40,15.5,CUST-1194,United Kingdom
INV-536554,PROD-002,Mechanical Keyboard,3,25-01-2025 10:40,85,CUST-1194,United Kingdom
INV-536554,PROD-001,Wireless Mouse,2,25-01-2025 10:40,25,CUST-1194,United Kingdom
INV-536555,PROD-002,Mechanical Keyboard,2,25-01-2025 11:10,85,CUST-1026,France
INV-536555,PROD-003,USB-C Hub,3,25-01-2025 11:10,35,CUST-1026,France
INV-536556,PROD-007,Ergonomic Office Chair,1,25-01-2025 12:43,199,CUST-1169,France
INV-536556,PROD-004,27-inch Monitor,2,25-01-2025 12:43,249.99,CUST-1169,France
INV-536556,PROD-008,Laptop Stand,1,25-01-2025 12:43,29.99,CUST-1169,France
INV-536557,PROD-007,Ergonomic Office Chair,3,25-01-2025 12:44,199,CUST-1196,Germany
INV-536558,PROD-002,Mechanical Keyboard,2,25-01-2025 13:00,85,CUST-1036,France
INV-536558,PROD-005,Bluetooth Headphones,1,25-01-2025 13:00,59.99,CUST-1036,France
INV-536558,PROD-007,Ergonomic Office Chair,1,25-01-2025 13:00,199,CUST-1036,France
INV-536559,PROD-001,Wireless Mouse,5,25-01-2025 13:33,25,CUST-1180,France
INV-536559,PROD-007,Ergonomic Office Chair,15,25-01-2025 13:33,199,CUST-1180,France
INV-536559,PROD-006,Desk Mat,5,25-01-2025 13:33,15.5,CUST-1180,France
INV-536560,PROD-004,27-inch Monitor,1,25-01-2025 13:47,249.99,CUST-1074,United Kingdom
INV-536560,PROD-006,Desk Mat,1,25-01-2025 13:47,15.5,CUST-1074,United Kingdom
INV-536560,PROD-008,Laptop Stand,1,25-01-2025 13:47,29.99,CUST-1074,United Kingdom
INV-536560,PROD-001,Wireless Mouse,2,25-01-2025 13:47,25,CUST-1074,United Kingdom
INV-536561,PROD-006,Desk Mat,1,25-01-2025 13:55,15.5,CUST-1148,France
INV-536561,PROD-007,Ergonomic Office Chair,3,25-01-2025 13:55,199,CUST-1148,France
INV-536562,PROD-006,Desk Mat,3,26-01-2025 10:15,15.5,CUST-1152,United Kingdom
INV-536562,PROD-004,27-inch Monitor,1,26-01-2025 10:15,249.99,CUST-1152,United Kingdom
INV-536562,PROD-007,Ergonomic Office Chair,1,26-01-2025 10:15,199,CUST-1152,United Kingdom
INV-536562,PROD-002,Mechanical Keyboard,2,26-01-2025 10:15,85,CUST-1152,United Kingdom
INV-536563,PROD-005,Bluetooth Headphones,1,26-01-2025 10:18,59.99,CUST-1156,United Kingdom
INV-536563,PROD-001,Wireless Mouse,2,26-01-2025 10:18,25,CUST-1156,United Kingdom
INV-536564,PROD-006,Desk Mat,1,26-01-2025 10:45,15.5,CUST-1058,United Kingdom
INV-536565,PROD-005,Bluetooth Headphones,2,26-01-2025 11:44,59.99,CUST-1136,Germany
INV-536566,PROD-006,Desk Mat,12,26-01-2025 11:49,15.5,CUST-1040,United Kingdom
INV-536567,PROD-004,27-inch Monitor,2,26-01-2025 12:54,249.99,CUST-1028,United Kingdom
INV-536567,PROD-002,Mechanical Keyboard,2,26-01-2025 12:54,85,CUST-1028,United Kingdom
INV-536568,PROD-005,Bluetooth Headphones,3,26-01-2025 14:58,59.99,CUST-1096,United Kingdom
INV-536569,PROD-006,Desk Mat,1,26-01-2025 16:08,15.5,CUST-1134,United Kingdom
INV-536569,PROD-004,27-inch Monitor,2,26-01-2025 16:08,249.99,CUST-1134,United Kingdom
INV-536569,PROD-001,Wireless Mouse,3,26-01-2025 16:08,25,CUST-1134,United Kingdom
INV-536570,PROD-003,USB-C Hub,1,26-01-2025 16:35,35,CUST-1099,United Kingdom
INV-536570,PROD-001,Wireless Mouse,1,26-01-2025 16:35,25,CUST-1099,United Kingdom
INV-536570,PROD-006,Desk Mat,1,26-01-2025 16:35,15.5,CUST-1099,United Kingdom
INV-536570,PROD-004,27-inch Monitor,1,26-01-2025 16:35,249.99,CUST-1099,United Kingdom
INV-536571,PROD-006,Desk Mat,3,26-01-2025 16:43,15.5,CUST-1036,United Kingdom
INV-536571,PROD-005,Bluetooth Headphones,1,26-01-2025 16:43,59.99,CUST-1036,United Kingdom
INV-536571,PROD-007,Ergonomic Office Chair,2,26-01-2025 16:43,199,CUST-1036,United Kingdom
INV-536571,PROD-001,Wireless Mouse,1,26-01-2025 16:43,25,CUST-1036,United Kingdom
INV-536572,PROD-007,Ergonomic Office Chair,2,26-01-2025 17:14,199,CUST-1137,United Kingdom
INV-536573,PROD-008,Laptop Stand,6,26-01-2025 17:25,29.99,CUST-1090,United Kingdom
INV-536573,PROD-003,USB-C Hub,3,26-01-2025 17:25,35,CUST-1090,United Kingdom
INV-536573,PROD-006,Desk Mat,6,26-01-2025 17:25,15.5,CUST-1090,United Kingdom
INV-536573,PROD-002,Mechanical Keyboard,6,26-01-2025 17:25,85,CUST-1090,United Kingdom
INV-536574,PROD-006,Desk Mat,3,27-01-2025 09:04,15.5,CUST-1057,United Kingdom
INV-536574,PROD-003,USB-C Hub,2,27-01-2025 09:04,35,CUST-1057,United Kingdom
INV-536574,PROD-008,Laptop Stand,2,27-01-2025 09:04,29.99,CUST-1057,United Kingdom
INV-536575,PROD-003,USB-C Hub,2,27-01-2025 10:58,35,CUST-1112,United Kingdom
INV-536575,PROD-004,27-inch Monitor,2,27-01-2025 10:58,249.99,CUST-1112,United Kingdom
INV-536576,PROD-005,Bluetooth Headphones,4,27-01-2025 11:01,59.99,CUST-1105,France
INV-536576,PROD-006,Desk Mat,12,27-01-2025 11:01,15.5,CUST-1105,France
INV-536576,PROD-007,Ergonomic Office Chair,4,27-01-2025 11:01,199,CUST-1105,France
INV-536576,PROD-002,Mechanical Keyboard,8,27-01-2025 11:01,85,CUST-1105,France
INV-536577,PROD-001,Wireless Mouse,3,27-01-2025 11:07,25,CUST-1052,United Kingdom
INV-536577,PROD-005,Bluetooth Headphones,3,27-01-2025 11:07,59.99,CUST-1052,United Kingdom
INV-536578,PROD-004,27-inch Monitor,2,27-01-2025 11:16,249.99,CUST-1022,Germany
INV-536578,PROD-003,USB-C Hub,1,27-01-2025 11:16,35,CUST-1022,Germany
INV-536578,PROD-005,Bluetooth Headphones,3,27-01-2025 11:16,59.99,CUST-1022,Germany
INV-536579,PROD-002,Mechanical Keyboard,2,27-01-2025 12:15,85,CUST-1143,Germany
INV-536580,PROD-008,Laptop Stand,3,27-01-2025 12:24,29.99,CUST-1134,United Kingdom
INV-536580,PROD-001,Wireless Mouse,2,27-01-2025 12:24,25,CUST-1134,United Kingdom
INV-536581,PROD-007,Ergonomic Office Chair,2,27-01-2025 13:00,199,CUST-1154,Germany
INV-536581,PROD-002,Mechanical Keyboard,1,27-01-2025 13:00,85,CUST-1154,Germany
INV-536581,PROD-004,27-inch Monitor,1,27-01-2025 13:00,249.99,CUST-1154,Germany
INV-536581,PROD-008,Laptop Stand,1,27-01-2025 13:00,29.99,CUST-1154,Germany
INV-536582,PROD-003,USB-C Hub,2,27-01-2025 13:07,35,CUST-1172,United Kingdom
INV-536582,PROD-008,Laptop Stand,2,27-01-2025 13:07,29.99,CUST-1172,United Kingdom
INV-536582,PROD-002,Mechanical Keyboard,3,27-01-2025 13:07,85,CUST-1172,United Kingdom
INV-536582,PROD-006,Desk Mat,1,27-01-2025 13:07,15.5,CUST-1172,United Kingdom
INV-536583,PROD-002,Mechanical Keyboard,1,27-01-2025 14:25,85,CUST-1023,United Kingdom
INV-536584,PROD-001,Wireless Mouse,3,27-01-2025 14:39,25,CUST-1197,France
INV-536584,PROD-005,Bluetooth Headphones,1,27-01-2025 14:39,59.99,CUST-1197,France
INV-536585,PROD-003,USB-C Hub,2,27-01-2025 17:32,35,CUST-1134,United Kingdom
INV-536585,PROD-002,Mechanical Keyboard,3,27-01-2025 17:32,85,CUST-1134,United Kingdom
